EmployeeNumber,Age,Gender,Department,JobRole,JobLevel,MaritalStatus,OverTime,BusinessTravel,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,Attrition,RiskScore,RiskPct,RiskSegment,RiskLevel
162,51,Male,Research & Development,Research Director,5,Single,No,Travel_Rarely,19537,20,15,3,3,1,No,0.1113,11.1,Stable,Low (<30%)
101,45,Male,Research & Development,Research Director,3,Married,Yes,Travel_Rarely,13245,0,0,1,4,4,No,0.111,11.1,Stable,Low (<30%)
1482,30,Male,Research & Development,Research Scientist,1,Divorced,No,Non-Travel,1274,1,0,3,2,3,No,0.111,11.1,Stable,Low (<30%)
1367,51,Female,Research & Development,Manufacturing Director,4,Single,No,Travel_Rarely,13142,5,0,2,2,4,No,0.1104,11.0,Stable,Low (<30%)
1265,34,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2585,1,0,3,2,3,No,0.1104,11.0,Stable,Low (<30%)
1346,40,Male,Research & Development,Research Scientist,2,Single,No,Travel_Rarely,4661,9,8,4,3,3,No,0.1098,11.0,Stable,Low (<30%)
1737,39,Male,Research & Development,Laboratory Technician,2,Married,Yes,Non-Travel,6472,9,5,4,3,4,No,0.1094,10.9,Stable,Low (<30%)
742,36,Female,Research & Development,Research Director,3,Married,No,Non-Travel,11713,8,0,1,3,1,No,0.1094,10.9,Stable,Low (<30%)
1352,51,Male,Human Resources,Manager,4,Divorced,Yes,Travel_Rarely,14026,33,0,2,3,3,No,0.1093,10.9,Stable,Low (<30%)
722,32,Male,Sales,Sales Executive,2,Single,No,Travel_Rarely,5396,10,0,4,2,4,No,0.1092,10.9,Stable,Low (<30%)
420,32,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,5484,13,4,3,2,4,No,0.1092,10.9,Stable,Low (<30%)
1015,30,Female,Research & Development,Research Director,3,Married,Yes,Travel_Rarely,11416,8,1,1,2,2,No,0.1088,10.9,Stable,Low (<30%)
1268,33,Male,Sales,Sales Executive,3,Divorced,Yes,Travel_Rarely,8380,9,0,3,3,4,No,0.1087,10.9,Stable,Low (<30%)
930,28,Female,Research & Development,Research Scientist,1,Divorced,No,Travel_Rarely,2377,2,2,3,3,3,No,0.1086,10.9,Stable,Low (<30%)
1786,51,Female,Research & Development,Manager,3,Married,No,Travel_Rarely,13116,2,2,3,3,1,No,0.1083,10.8,Stable,Low (<30%)
1794,37,Male,Human Resources,Human Resources,2,Divorced,No,Travel_Rarely,4071,10,4,2,2,3,No,0.108,10.8,Stable,Low (<30%)
1873,55,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2662,5,0,4,4,2,No,0.1079,10.8,Stable,Low (<30%)
1166,40,Female,Research & Development,Research Director,3,Single,No,Travel_Frequently,13499,18,2,3,2,2,No,0.1063,10.6,Stable,Low (<30%)
543,52,Male,Research & Development,Manufacturing Director,3,Married,Yes,Travel_Rarely,7969,5,0,3,3,4,No,0.1053,10.5,Stable,Low (<30%)
468,42,Female,Research & Development,Research Director,4,Single,No,Travel_Rarely,15992,1,0,4,3,1,No,0.1052,10.5,Stable,Low (<30%)
2041,38,Female,Sales,Sales Executive,2,Married,No,Travel_Rarely,5343,10,1,4,3,1,No,0.1042,10.4,Stable,Low (<30%)
410,41,Male,Sales,Manager,4,Single,No,Travel_Rarely,16015,22,0,2,3,4,No,0.103,10.3,Stable,Low (<30%)
924,36,Male,Research & Development,Healthcare Representative,2,Married,Yes,Travel_Rarely,6586,16,4,4,2,3,No,0.1024,10.2,Stable,Low (<30%)
1099,33,Male,Research & Development,Healthcare Representative,3,Divorced,No,Travel_Rarely,7119,3,1,4,3,4,No,0.1022,10.2,Stable,Low (<30%)
412,28,Male,Research & Development,Healthcare Representative,2,Single,No,Travel_Rarely,5661,8,0,1,3,2,No,0.1019,10.2,Stable,Low (<30%)
597,55,Female,Sales,Manager,4,Single,No,Travel_Rarely,16835,10,7,2,3,1,No,0.1015,10.2,Stable,Low (<30%)
2,49,Male,Research & Development,Research Scientist,2,Married,No,Travel_Frequently,5130,10,1,2,3,3,No,0.1012,10.1,Stable,Low (<30%)
1757,49,Female,Sales,Sales Executive,2,Single,No,Travel_Rarely,4507,5,0,4,4,4,No,0.101,10.1,Stable,Low (<30%)
287,40,Male,Research & Development,Healthcare Representative,2,Married,No,Non-Travel,4876,3,0,4,1,4,No,0.0999,10.0,Stable,Low (<30%)
465,23,Male,Research & Development,Research Scientist,1,Divorced,No,Travel_Rarely,2904,4,0,4,2,3,No,0.0997,10.0,Stable,Low (<30%)
940,58,Female,Research & Development,Healthcare Representative,3,Divorced,Yes,Travel_Rarely,10552,6,0,2,3,3,No,0.0996,10.0,Stable,Low (<30%)
1947,28,Male,Research & Development,Research Scientist,1,Single,No,Non-Travel,2144,5,1,3,2,3,No,0.0991,9.9,Stable,Low (<30%)
217,22,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2323,2,2,4,3,3,No,0.099,9.9,Stable,Low (<30%)
350,25,Female,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,4898,4,1,3,3,1,No,0.0986,9.9,Stable,Low (<30%)
1478,34,Male,Sales,Sales Executive,2,Single,No,Travel_Rarely,4759,13,3,1,3,4,No,0.0985,9.9,Stable,Low (<30%)
1751,27,Female,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,3445,6,1,4,2,3,No,0.0984,9.8,Stable,Low (<30%)
491,50,Male,Research & Development,Healthcare Representative,3,Single,No,Travel_Rarely,10496,4,1,4,3,4,No,0.0982,9.8,Stable,Low (<30%)
153,34,Female,Research & Development,Manager,3,Single,No,Travel_Rarely,11631,11,5,1,3,3,No,0.098,9.8,Stable,Low (<30%)
1544,29,Female,Research & Development,Healthcare Representative,2,Married,No,Travel_Rarely,9715,7,0,1,3,3,No,0.0977,9.8,Stable,Low (<30%)
1182,35,Male,Research & Development,Manufacturing Director,3,Divorced,No,Travel_Rarely,10274,7,6,2,4,3,No,0.0972,9.7,Stable,Low (<30%)
1497,29,Male,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,8620,10,0,3,3,3,No,0.0971,9.7,Stable,Low (<30%)
1592,23,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2073,2,2,3,3,4,No,0.0969,9.7,Stable,Low (<30%)
1677,49,Male,Research & Development,Manager,4,Single,No,Travel_Rarely,15379,8,0,3,3,3,No,0.0966,9.7,Stable,Low (<30%)
1024,48,Male,Research & Development,Healthcare Representative,3,Single,No,Travel_Rarely,10999,15,4,3,3,3,No,0.0963,9.6,Stable,Low (<30%)
2035,34,Female,Sales,Sales Executive,2,Married,No,Travel_Rarely,6712,8,1,3,3,4,No,0.0962,9.6,Stable,Low (<30%)
526,43,Female,Research & Development,Healthcare Representative,2,Divorced,Yes,Travel_Rarely,4522,5,0,3,3,3,No,0.0961,9.6,Stable,Low (<30%)
58,41,Female,Research & Development,Research Director,5,Married,No,Travel_Rarely,19545,22,15,3,3,2,Yes,0.0959,9.6,Stable,Low (<30%)
880,35,Female,Research & Development,Manufacturing Director,3,Married,Yes,Travel_Rarely,10685,17,5,3,3,4,No,0.0953,9.5,Stable,Low (<30%)
631,32,Male,Sales,Sales Executive,2,Married,No,Non-Travel,4707,4,1,3,3,4,Yes,0.0952,9.5,Stable,Low (<30%)
769,53,Male,Research & Development,Laboratory Technician,2,Single,No,Travel_Rarely,2450,2,2,4,3,4,No,0.095,9.5,Stable,Low (<30%)
1374,34,Female,Research & Development,Research Scientist,1,Divorced,No,Non-Travel,2029,5,0,3,3,1,No,0.0949,9.5,Stable,Low (<30%)
909,39,Female,Human Resources,Human Resources,2,Married,No,Travel_Rarely,5204,5,0,4,3,4,No,0.0949,9.5,Stable,Low (<30%)
327,43,Female,Sales,Manager,4,Married,Yes,Travel_Rarely,16064,17,1,4,3,4,No,0.0943,9.4,Stable,Low (<30%)
1689,53,Male,Research & Development,Healthcare Representative,3,Married,No,Travel_Rarely,7005,4,1,4,3,2,No,0.0938,9.4,Stable,Low (<30%)
1038,52,Female,Sales,Manager,5,Married,No,Travel_Rarely,19845,32,6,4,3,1,Yes,0.0938,9.4,Stable,Low (<30%)
1703,44,Female,Research & Development,Healthcare Representative,3,Married,Yes,Travel_Rarely,7879,8,6,4,3,3,No,0.0928,9.3,Stable,Low (<30%)
762,56,Male,Research & Development,Healthcare Representative,4,Married,No,Travel_Rarely,11103,10,1,4,2,3,No,0.0927,9.3,Stable,Low (<30%)
2065,49,Male,Sales,Sales Executive,2,Married,No,Travel_Frequently,5390,9,0,2,2,4,No,0.0927,9.3,Stable,Low (<30%)
2007,22,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,3375,3,1,3,4,4,No,0.0922,9.2,Stable,Low (<30%)
1618,39,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,5377,7,7,1,3,2,No,0.0917,9.2,Stable,Low (<30%)
2057,31,Male,Research & Development,Manufacturing Director,2,Single,No,Non-Travel,9936,9,1,1,3,2,No,0.0916,9.2,Stable,Low (<30%)
2034,41,Female,Research & Development,Manufacturing Director,4,Married,No,Travel_Rarely,13570,20,0,2,3,1,No,0.0916,9.2,Stable,Low (<30%)
471,32,Female,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2370,8,0,2,3,3,No,0.0914,9.1,Stable,Low (<30%)
887,49,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,3580,4,0,1,3,3,No,0.0906,9.1,Stable,Low (<30%)
544,45,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2654,2,0,4,2,1,No,0.0901,9.0,Stable,Low (<30%)
1499,30,Male,Human Resources,Human Resources,1,Divorced,No,Travel_Rarely,2064,5,1,3,4,3,No,0.0901,9.0,Stable,Low (<30%)
820,47,Female,Research & Development,Manager,4,Married,Yes,Travel_Rarely,16752,26,3,4,2,3,No,0.0896,9.0,Stable,Low (<30%)
562,30,Male,Research & Development,Laboratory Technician,1,Married,No,Non-Travel,2097,5,1,4,1,3,No,0.0891,8.9,Stable,Low (<30%)
1124,46,Male,Sales,Manager,4,Married,No,Travel_Rarely,17465,12,4,3,3,1,No,0.0889,8.9,Stable,Low (<30%)
655,27,Female,Research & Development,Research Scientist,1,Divorced,No,Travel_Rarely,2187,5,0,3,2,1,No,0.0881,8.8,Stable,Low (<30%)
1834,28,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,3591,3,1,1,3,3,No,0.0878,8.8,Stable,Low (<30%)
1971,43,Male,Research & Development,Healthcare Representative,3,Married,No,Travel_Rarely,7510,10,0,3,3,1,No,0.0874,8.7,Stable,Low (<30%)
160,33,Male,Sales,Sales Executive,2,Married,No,Non-Travel,6146,7,0,2,4,3,No,0.0872,8.7,Stable,Low (<30%)
1431,34,Male,Research & Development,Research Scientist,1,Divorced,No,Travel_Frequently,2996,4,1,1,3,4,No,0.0869,8.7,Stable,Low (<30%)
106,55,Male,Sales,Sales Executive,3,Married,No,Travel_Rarely,10239,1,1,4,3,1,No,0.0866,8.7,Stable,Low (<30%)
1764,32,Male,Research & Development,Research Scientist,1,Single,No,Non-Travel,2718,7,0,2,3,2,No,0.0858,8.6,Stable,Low (<30%)
1349,41,Female,Sales,Sales Executive,2,Divorced,No,Travel_Frequently,4103,9,1,1,3,3,No,0.0858,8.6,Stable,Low (<30%)
734,41,Male,Human Resources,Manager,5,Married,No,Travel_Rarely,19189,22,2,3,3,4,No,0.0853,8.5,Stable,Low (<30%)
1225,44,Male,Research & Development,Research Scientist,2,Single,No,Travel_Rarely,4541,20,13,4,3,4,No,0.0848,8.5,Stable,Low (<30%)
1823,34,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,6799,10,4,3,3,2,No,0.0841,8.4,Stable,Low (<30%)
107,38,Female,Research & Development,Research Scientist,2,Divorced,Yes,Non-Travel,5329,13,1,4,3,2,No,0.0841,8.4,Stable,Low (<30%)
1270,23,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,1223,1,0,3,3,4,No,0.084,8.4,Stable,Low (<30%)
1009,24,Female,Research & Development,Manufacturing Director,2,Divorced,No,Travel_Rarely,4377,4,3,3,3,4,No,0.0836,8.4,Stable,Low (<30%)
972,45,Male,Research & Development,Laboratory Technician,2,Married,No,Non-Travel,4447,9,0,2,2,3,No,0.0832,8.3,Stable,Low (<30%)
170,49,Female,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,6567,15,5,1,2,3,No,0.0828,8.3,Stable,Low (<30%)
501,36,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2543,2,2,3,3,4,No,0.0824,8.2,Stable,Low (<30%)
1782,38,Female,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3702,5,0,3,3,4,No,0.0819,8.2,Stable,Low (<30%)
1989,30,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3748,12,1,2,2,4,No,0.0818,8.2,Stable,Low (<30%)
112,56,Male,Research & Development,Manufacturing Director,3,Single,No,Travel_Rarely,7260,6,0,4,2,4,No,0.0817,8.2,Stable,Low (<30%)
1109,42,Male,Research & Development,Manager,4,Married,No,Travel_Rarely,17665,22,13,1,3,4,No,0.0816,8.2,Stable,Low (<30%)
571,30,Female,Research & Development,Laboratory Technician,1,Single,No,Non-Travel,2564,11,6,4,2,3,No,0.0816,8.2,Stable,Low (<30%)
945,48,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2259,0,0,3,2,4,No,0.0813,8.1,Stable,Low (<30%)
479,36,Female,Sales,Sales Executive,2,Single,No,Non-Travel,6653,1,0,4,3,4,No,0.0813,8.1,Stable,Low (<30%)
840,49,Female,Sales,Sales Executive,3,Married,No,Travel_Rarely,7654,9,7,4,4,3,Yes,0.0812,8.1,Stable,Low (<30%)
1602,46,Male,Sales,Manager,4,Single,No,Travel_Rarely,17567,26,0,1,1,4,No,0.0812,8.1,Stable,Low (<30%)
177,26,Female,Human Resources,Human Resources,1,Married,No,Travel_Rarely,2942,8,5,3,3,3,No,0.0811,8.1,Stable,Low (<30%)
869,28,Male,Human Resources,Human Resources,1,Divorced,No,Travel_Rarely,4936,5,0,4,3,2,No,0.0807,8.1,Stable,Low (<30%)
1976,42,Male,Research & Development,Research Scientist,2,Single,No,Non-Travel,4332,20,3,3,3,4,No,0.0805,8.1,Stable,Low (<30%)
2052,35,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2977,4,1,4,3,3,No,0.0804,8.0,Stable,Low (<30%)
776,52,Male,Sales,Manager,4,Married,No,Travel_Rarely,16856,34,1,1,4,3,No,0.0802,8.0,Stable,Low (<30%)
1590,29,Male,Research & Development,Healthcare Representative,2,Divorced,No,Travel_Frequently,8853,6,1,4,4,1,No,0.0801,8.0,Stable,Low (<30%)
942,35,Female,Research & Development,Healthcare Representative,2,Married,Yes,Travel_Rarely,4014,10,0,4,1,4,No,0.0801,8.0,Stable,Low (<30%)
725,27,Female,Research & Development,Manufacturing Director,3,Married,No,Travel_Rarely,7412,9,0,1,3,3,No,0.0801,8.0,Stable,Low (<30%)
349,29,Male,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,6931,3,0,4,3,4,No,0.0794,7.9,Stable,Low (<30%)
1903,44,Male,Research & Development,Healthcare Representative,2,Married,No,Travel_Rarely,5033,2,2,1,3,2,No,0.0794,7.9,Stable,Low (<30%)
1775,53,Female,Research & Development,Manufacturing Director,4,Married,Yes,Non-Travel,12965,3,0,3,2,1,No,0.0787,7.9,Stable,Low (<30%)
1143,29,Female,Research & Development,Research Scientist,1,Divorced,No,Travel_Frequently,3291,7,1,2,2,4,No,0.0785,7.8,Stable,Low (<30%)
1523,44,Male,Research & Development,Research Director,4,Married,No,Travel_Rarely,16328,20,14,1,4,4,No,0.0784,7.8,Stable,Low (<30%)
1177,26,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,4420,8,0,4,3,1,No,0.0783,7.8,Stable,Low (<30%)
1233,60,Male,Sales,Sales Executive,2,Divorced,Yes,Travel_Rarely,5220,11,1,4,3,2,No,0.0782,7.8,Stable,Low (<30%)
1858,28,Male,Human Resources,Human Resources,1,Divorced,No,Non-Travel,2706,3,2,4,3,3,No,0.0775,7.8,Stable,Low (<30%)
949,36,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,4678,6,0,4,3,2,No,0.0775,7.8,Stable,Low (<30%)
1315,28,Female,Research & Development,Laboratory Technician,2,Married,No,Non-Travel,6674,9,7,4,3,3,No,0.0774,7.7,Stable,Low (<30%)
1627,39,Male,Research & Development,Laboratory Technician,2,Divorced,No,Travel_Rarely,3069,10,0,3,3,3,No,0.0773,7.7,Stable,Low (<30%)
1696,34,Male,Research & Development,Laboratory Technician,2,Married,No,Travel_Rarely,3986,15,4,4,4,2,No,0.077,7.7,Stable,Low (<30%)
1727,46,Male,Research & Development,Healthcare Representative,2,Single,No,Travel_Rarely,5562,10,0,2,3,3,No,0.0766,7.7,Stable,Low (<30%)
131,58,Male,Sales,Sales Executive,4,Single,No,Travel_Rarely,13872,37,1,3,2,4,No,0.0765,7.7,Stable,Low (<30%)
260,27,Female,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2279,7,0,2,2,4,No,0.0764,7.6,Stable,Low (<30%)
905,50,Male,Research & Development,Manager,4,Divorced,No,Non-Travel,17924,31,14,1,3,1,No,0.0759,7.6,Stable,Low (<30%)
1259,27,Male,Research & Development,Research Scientist,1,Divorced,No,Travel_Rarely,2517,5,0,3,3,1,No,0.0758,7.6,Stable,Low (<30%)
850,27,Male,Research & Development,Research Scientist,1,Married,No,Non-Travel,1706,0,0,4,2,4,No,0.0741,7.4,Stable,Low (<30%)
1133,36,Male,Research & Development,Manufacturing Director,2,Single,No,Non-Travel,7779,11,0,4,3,1,No,0.0739,7.4,Stable,Low (<30%)
1005,50,Male,Research & Development,Manufacturing Director,4,Married,Yes,Travel_Rarely,13973,12,1,3,3,4,No,0.0734,7.3,Stable,Low (<30%)
76,31,Male,Research & Development,Laboratory Technician,2,Divorced,No,Travel_Rarely,5915,7,1,4,2,4,No,0.073,7.3,Stable,Low (<30%)
421,38,Female,Research & Development,Research Director,3,Married,No,Travel_Rarely,12061,10,0,2,3,1,No,0.073,7.3,Stable,Low (<30%)
1621,35,Male,Research & Development,Research Scientist,2,Married,No,Travel_Rarely,5208,16,1,1,3,2,No,0.0727,7.3,Stable,Low (<30%)
826,35,Female,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2506,2,2,3,3,4,No,0.0723,7.2,Stable,Low (<30%)
1763,30,Male,Research & Development,Healthcare Representative,2,Married,No,Travel_Rarely,5294,7,1,3,3,3,No,0.0721,7.2,Stable,Low (<30%)
1778,43,Male,Human Resources,Human Resources,1,Single,No,Travel_Rarely,3539,9,1,4,3,2,No,0.072,7.2,Stable,Low (<30%)
422,58,Male,Research & Development,Healthcare Representative,2,Divorced,Yes,Non-Travel,5660,5,1,3,3,4,No,0.0717,7.2,Stable,Low (<30%)
987,47,Male,Research & Development,Manufacturing Director,2,Divorced,Yes,Travel_Frequently,5067,19,2,3,4,3,No,0.0712,7.1,Stable,Low (<30%)
226,50,Female,Research & Development,Manager,5,Single,No,Travel_Rarely,19926,5,4,2,3,3,No,0.0712,7.1,Stable,Low (<30%)
1355,38,Female,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,6893,7,1,1,3,2,No,0.0706,7.1,Stable,Low (<30%)
786,34,Male,Sales,Sales Executive,2,Single,No,Travel_Rarely,6274,6,1,4,3,4,No,0.07,7.0,Stable,Low (<30%)
2037,41,Male,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,8938,5,0,2,3,3,No,0.07,7.0,Stable,Low (<30%)
1061,50,Male,Research & Development,Research Director,5,Married,Yes,Travel_Rarely,19237,8,7,3,2,2,No,0.0698,7.0,Stable,Low (<30%)
2025,36,Female,Research & Development,Manufacturing Director,2,Divorced,No,Travel_Frequently,5131,4,0,2,3,4,No,0.0696,7.0,Stable,Low (<30%)
456,30,Female,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,6118,10,1,3,3,4,No,0.0695,6.9,Stable,Low (<30%)
1546,45,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2132,5,0,4,3,4,No,0.0691,6.9,Stable,Low (<30%)
661,43,Male,Research & Development,Research Director,4,Divorced,Yes,Travel_Rarely,16627,1,0,4,2,2,No,0.069,6.9,Stable,Low (<30%)
1693,26,Male,Research & Development,Laboratory Technician,1,Single,No,Non-Travel,2570,7,5,4,3,4,No,0.069,6.9,Stable,Low (<30%)
2008,35,Male,Research & Development,Research Scientist,2,Single,No,Travel_Rarely,5098,10,0,3,3,2,No,0.0686,6.9,Stable,Low (<30%)
797,34,Female,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,3280,4,1,4,3,2,No,0.0686,6.9,Stable,Low (<30%)
117,30,Male,Research & Development,Healthcare Representative,2,Married,No,Travel_Rarely,4152,11,10,4,3,3,No,0.0679,6.8,Stable,Low (<30%)
307,38,Male,Sales,Sales Executive,3,Divorced,No,Travel_Rarely,10609,16,5,3,2,1,No,0.0676,6.8,Stable,Low (<30%)
1295,44,Female,Research & Development,Healthcare Representative,3,Married,No,Travel_Rarely,7978,10,0,4,3,1,Yes,0.0674,6.7,Stable,Low (<30%)
984,35,Male,Sales,Sales Executive,3,Divorced,No,Travel_Rarely,7823,10,0,4,3,4,No,0.0674,6.7,Stable,Low (<30%)
1120,29,Female,Research & Development,Research Scientist,1,Divorced,No,Travel_Rarely,2514,7,1,4,3,3,No,0.0673,6.7,Stable,Low (<30%)
851,51,Female,Sales,Manager,4,Married,No,Travel_Rarely,16307,20,4,3,2,1,No,0.0673,6.7,Stable,Low (<30%)
309,59,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2177,1,0,4,3,3,No,0.0657,6.6,Stable,Low (<30%)
843,43,Male,Research & Development,Research Director,4,Married,No,Travel_Rarely,17159,4,1,1,3,2,No,0.0655,6.5,Stable,Low (<30%)
599,41,Male,Sales,Sales Executive,2,Single,No,Non-Travel,6230,14,1,4,3,4,No,0.0652,6.5,Stable,Low (<30%)
689,37,Male,Research & Development,Manufacturing Director,3,Married,No,Travel_Rarely,9434,10,7,3,3,3,No,0.0645,6.4,Stable,Low (<30%)
477,42,Male,Research & Development,Healthcare Representative,2,Single,No,Travel_Rarely,6781,1,0,4,3,1,No,0.0642,6.4,Stable,Low (<30%)
947,31,Female,Sales,Sales Executive,2,Married,No,Non-Travel,6932,9,0,3,2,4,No,0.0639,6.4,Stable,Low (<30%)
83,36,Female,Research & Development,Healthcare Representative,3,Divorced,No,Travel_Rarely,10096,17,12,3,3,3,No,0.0639,6.4,Stable,Low (<30%)
1578,55,Male,Sales,Manager,5,Married,No,Travel_Rarely,19586,36,2,4,3,3,No,0.0637,6.4,Stable,Low (<30%)
1911,42,Male,Research & Development,Research Director,3,Married,No,Travel_Rarely,13348,13,5,1,4,3,No,0.063,6.3,Stable,Low (<30%)
86,45,Male,Research & Development,Research Scientist,3,Divorced,No,Travel_Rarely,9724,1,0,1,3,2,No,0.0622,6.2,Stable,Low (<30%)
288,46,Male,Research & Development,Healthcare Representative,3,Divorced,No,Travel_Rarely,9396,4,0,1,3,4,No,0.062,6.2,Stable,Low (<30%)
867,52,Female,Research & Development,Manufacturing Director,4,Married,No,Travel_Frequently,13826,9,0,4,3,3,No,0.0613,6.1,Stable,Low (<30%)
1256,49,Male,Research & Development,Manager,5,Married,No,Travel_Rarely,18711,1,0,3,4,1,No,0.0609,6.1,Stable,Low (<30%)
292,30,Male,Research & Development,Manufacturing Director,3,Single,No,Non-Travel,8474,11,5,3,3,3,No,0.0607,6.1,Stable,Low (<30%)
1552,40,Male,Research & Development,Healthcare Representative,2,Divorced,Yes,Non-Travel,4069,2,2,4,3,4,No,0.0599,6.0,Stable,Low (<30%)
1013,54,Female,Research & Development,Manufacturing Director,3,Married,No,Travel_Rarely,10739,10,0,3,3,3,No,0.0598,6.0,Stable,Low (<30%)
1280,46,Female,Sales,Manager,5,Married,No,Travel_Rarely,18789,11,0,2,3,4,No,0.0585,5.9,Stable,Low (<30%)
522,54,Male,Research & Development,Research Director,5,Married,No,Travel_Rarely,19406,4,1,1,2,1,No,0.0585,5.8,Stable,Low (<30%)
1869,46,Female,Sales,Sales Executive,3,Married,No,Travel_Rarely,7314,8,0,2,3,3,Yes,0.0582,5.8,Stable,Low (<30%)
1789,46,Male,Research & Development,Research Director,5,Divorced,Yes,Travel_Rarely,19328,2,2,4,3,3,No,0.0576,5.8,Stable,Low (<30%)
1192,29,Female,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3131,10,0,4,3,2,No,0.0567,5.7,Stable,Low (<30%)
96,32,Male,Research & Development,Research Scientist,2,Married,No,Travel_Rarely,6220,10,0,2,3,2,No,0.0567,5.7,Stable,Low (<30%)
692,33,Male,Research & Development,Healthcare Representative,2,Divorced,No,Travel_Frequently,7725,13,4,4,1,3,No,0.0563,5.6,Stable,Low (<30%)
1707,24,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,4401,5,0,3,3,3,No,0.056,5.6,Stable,Low (<30%)
653,31,Male,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,5460,7,5,4,4,1,No,0.0558,5.6,Stable,Low (<30%)
1283,59,Male,Research & Development,Manufacturing Director,3,Single,No,Travel_Rarely,10512,9,5,4,2,4,No,0.0554,5.5,Stable,Low (<30%)
1625,47,Female,Human Resources,Manager,5,Married,No,Travel_Rarely,19658,5,1,3,3,4,No,0.0548,5.5,Stable,Low (<30%)
116,51,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2075,4,0,4,3,4,No,0.0546,5.5,Stable,Low (<30%)
1238,33,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2781,14,4,4,3,1,No,0.0546,5.5,Stable,Low (<30%)
1644,48,Male,Research & Development,Manager,4,Married,No,Travel_Frequently,15202,2,2,4,3,3,No,0.0536,5.4,Stable,Low (<30%)
1441,56,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2066,3,1,1,4,1,No,0.0535,5.3,Stable,Low (<30%)
1595,42,Male,Research & Development,Manager,5,Single,No,Travel_Rarely,19613,1,0,4,3,4,No,0.0535,5.4,Stable,Low (<30%)
882,32,Male,Research & Development,Laboratory Technician,1,Divorced,No,Non-Travel,2314,3,0,4,3,4,No,0.0534,5.3,Stable,Low (<30%)
1026,39,Female,Research & Development,Manufacturing Director,4,Married,No,Travel_Rarely,12742,21,11,4,3,4,No,0.0534,5.3,Stable,Low (<30%)
1128,40,Male,Research & Development,Research Director,5,Single,No,Travel_Rarely,19626,20,4,3,4,3,No,0.0524,5.2,Stable,Low (<30%)
461,38,Male,Research & Development,Research Director,3,Divorced,Yes,Travel_Rarely,11510,11,2,4,3,3,No,0.0521,5.2,Stable,Low (<30%)
1088,38,Female,Research & Development,Healthcare Representative,3,Married,No,Travel_Rarely,8823,19,1,3,2,3,No,0.0515,5.1,Stable,Low (<30%)
138,34,Female,Research & Development,Research Scientist,2,Single,No,Travel_Rarely,4809,16,2,3,3,1,No,0.0512,5.1,Stable,Low (<30%)
1888,45,Female,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,5906,9,3,4,2,2,No,0.0511,5.1,Stable,Low (<30%)
1249,29,Female,Research & Development,Research Scientist,1,Divorced,No,Travel_Rarely,3760,3,1,4,3,1,No,0.0511,5.1,Stable,Low (<30%)
1664,36,Male,Research & Development,Healthcare Representative,2,Divorced,No,Travel_Rarely,6842,5,0,1,3,4,No,0.0506,5.1,Stable,Low (<30%)
